time_period,area_code,area_name,region_or_country_name,index,monthly_change,annual_change,rental_price,median_monthly_pay,rent_to_pay_percent,cpih_index,real_rent,real_pay
2017-09-01,K02000001,United Kingdom,,87.639008,-0.032573,1.901512,982.0,1705,57.59530791788856,104.3,1337.8926174496644,2322.9194630872485
2017-10-01,K02000001,United Kingdom,,87.755129,0.132498,1.804012,983.0,1711,57.451782583284626,104.4,1337.972222222222,2328.861111111111
2017-11-01,K02000001,United Kingdom,,87.840427,0.0972,1.631671,984.0,1716,57.34265734265735,104.7,1335.4957020057307,2328.9742120343835
2017-12-01,K02000001,United Kingdom,,87.907656,0.076536,1.488994,985.0,1721,57.234166182452064,105.0,1333.0333333333333,2329.0866666666666
2018-01-01,K02000001,United Kingdom,,87.812078,-0.108725,1.180473,984.0,1726,57.01042873696408,104.5,1338.0516746411483,2347.02966507177
2018-02-01,K02000001,United Kingdom,,87.980532,0.191834,1.290102,986.0,1728,57.06018518518518,104.9,1335.6587225929457,2340.7893231649186
2018-03-01,K02000001,United Kingdom,,87.88094,-0.113198,1.004635,984.0,1728,56.94444444444444,105.1,1330.4129400570885,2336.3349191246434
2018-04-01,K02000001,United Kingdom,,87.878594,-0.002669,0.776691,984.0,1732,56.81293302540416,105.5,1325.368720379147,2332.864454976303
2018-05-01,K02000001,United Kingdom,,87.895009,0.018679,0.804661,985.0,1747,56.38236977676016,105.9,1321.7044381491974,2344.1803588290836
2018-06-01,K02000001,United Kingdom,,87.959517,0.073393,0.675122,985.0,1754,56.157354618015965,105.9,1321.7044381491974,2353.573182247403
2018-07-01,K02000001,United Kingdom,,88.130971,0.194923,0.576955,987.0,1760,56.07954545454545,105.9,1324.3881019830026,2361.6241737488194
2018-08-01,K02000001,United Kingdom,,88.297483,0.188937,0.718531,989.0,1776,55.68693693693694,106.5,1319.5953051643191,2369.6676056338024
2018-09-01,K02000001,United Kingdom,,88.414662,0.13271,0.885056,990.0,1767,56.02716468590832,106.6,1319.6904315196998,2355.4474671669795
2018-10-01,K02000001,United Kingdom,,88.607436,0.218034,0.971234,993.0,1772,56.03837471783296,106.7,1322.4489222118086,2359.8987816307404
2018-11-01,K02000001,United Kingdom,,88.807388,0.22566,1.100816,995.0,1777,55.99324704558243,106.9,1322.6333021515434,2362.1300280636106
2018-12-01,K02000001,United Kingdom,,88.984734,0.199697,1.225238,997.0,1779,56.04272062956718,107.1,1322.8169934640523,2360.372549019608
2019-01-01,K02000001,United Kingdom,,89.038448,0.060363,1.396584,997.0,1788,55.76062639821029,106.4,1331.519736842105,2387.9210526315787
2019-02-01,K02000001,United Kingdom,,89.218518,0.202239,1.407114,999.0,1791,55.778894472361806,106.8,1329.193820224719,2382.9691011235955
2019-03-01,K02000001,United Kingdom,,89.252143,0.037688,1.560296,1000.0,1803,55.46311702717692,107.0,1328.03738317757,2394.451401869159
2019-04-01,K02000001,United Kingdom,,89.304967,0.059185,1.623117,1000.0,1808,55.309734513274336,107.6,1320.6319702602232,2387.702602230483
2019-05-01,K02000001,United Kingdom,,89.715965,0.460219,2.07174,1005.0,1810,55.52486187845304,107.9,1323.5449490268766,2383.6978683966636
2019-06-01,K02000001,United Kingdom,,89.727281,0.012613,2.009746,1005.0,1815,55.371900826446286,107.9,1323.5449490268766,2390.2826691380906
2019-07-01,K02000001,United Kingdom,,89.840464,0.126141,1.939719,1006.0,1821,55.24437122460186,108.0,1323.6351851851853,2395.9638888888885
2019-08-01,K02000001,United Kingdom,,90.043515,0.226013,1.977442,1009.0,1826,55.25739320920044,108.3,1323.904893813481,2395.8873499538317
2019-09-01,K02000001,United Kingdom,,90.331088,0.319371,2.167543,1012.0,1827,55.39135194307608,108.4,1326.6162361623615,2394.9880073800737
2019-10-01,K02000001,United Kingdom,,90.524505,0.21412,2.163553,1014.0,1830,55.40983606557377,108.3,1330.4653739612188,2401.1357340720224
2019-11-01,K02000001,United Kingdom,,90.70459,0.198936,2.136312,1016.0,1835,55.36784741144414,108.5,1330.6322580645162,2403.2580645161293
2019-12-01,K02000001,United Kingdom,,90.846478,0.156428,2.092207,1018.0,1845,55.17615176151761,108.5,1333.2516129032258,2416.3548387096776
2020-01-01,K02000001,United Kingdom,,90.969659,0.135593,2.168964,1019.0,1849,55.11087074094105,108.3,1337.0258541089565,2426.0655586334256
2020-02-01,K02000001,United Kingdom,,91.139006,0.186157,2.152566,1021.0,1863,54.8040794417606,108.6,1335.949355432781,2437.682320441989
2020-03-01,K02000001,United Kingdom,,91.246541,0.11799,2.234566,1022.0,1846,55.36294691224269,108.6,1337.257826887661,2415.438305709024
2020-04-01,K02000001,United Kingdom,,91.196818,-0.054493,2.118416,1022.0,1794,56.96767001114827,108.6,1337.257826887661,2347.3977900552486
2020-05-01,K02000001,United Kingdom,,91.335181,0.151719,1.804825,1023.0,1801,56.80177679067185,108.6,1338.5662983425414,2356.5570902394106
2020-06-01,K02000001,United Kingdom,,91.373566,0.042027,1.834765,1024.0,1829,55.98687807545106,108.8,1337.4117647058824,2388.795036764706
2020-07-01,K02000001,United Kingdom,,91.508445,0.147613,1.856604,1025.0,1859,55.137170521785904,109.2,1333.8141025641025,2419.083333333333
2020-08-01,K02000001,United Kingdom,,91.580071,0.078273,1.70646,1026.0,1895,54.14248021108179,108.8,1340.0238970588236,2474.995404411765
2020-09-01,K02000001,United Kingdom,,91.695251,0.125769,1.510181,1027.0,1906,53.88247639034628,109.2,1336.4166666666665,2480.2435897435894
2020-10-01,K02000001,United Kingdom,,91.837746,0.155401,1.450702,1029.0,1915,53.73368146214099,109.2,1339.0192307692307,2491.955128205128
2020-11-01,K02000001,United Kingdom,,91.85824,0.022316,1.271876,1029.0,1925,53.45454545454545,109.1,1340.2465627864344,2507.2639780018335
2020-12-01,K02000001,United Kingdom,,91.900836,0.046372,1.160594,1030.0,1928,53.42323651452282,109.4,1337.870201096892,2504.285191956124
2021-01-01,K02000001,United Kingdom,,91.977806,0.083753,1.108223,1030.0,1935,53.22997416020672,109.3,1339.0942360475756,2515.6770356816105
