time_period,area_code,area_name,region_or_country_name,index,monthly_change,annual_change,rental_price,median_monthly_pay,rent_to_pay_percent,cpih_index,real_rent,real_pay
2016-03-01,N92000002,Northern Ireland,,76.212438,0.164942,1.430727,540.0,1512,35.714285714285715,100.4,764.2828685258963,2139.99203187251
2016-04-01,N92000002,Northern Ireland,,76.379928,0.219767,1.625651,541.0,1513,35.756774619960346,100.6,764.175944333996,2137.1500994035787
2016-05-01,N92000002,Northern Ireland,,76.49249,0.147372,1.649788,542.0,1517,35.72841133816744,100.8,764.0694444444445,2138.548611111111
2016-06-01,N92000002,Northern Ireland,,76.502385,0.012935,1.553149,542.0,1515,35.77557755775578,101.0,762.5564356435643,2131.5
2016-07-01,N92000002,Northern Ireland,,76.525821,0.030635,1.523042,542.0,1519,35.68136932192232,100.9,763.3121902874132,2139.2457879088206
2016-08-01,N92000002,Northern Ireland,,76.619207,0.122031,1.531542,543.0,1529,35.5134074558535,101.2,762.453557312253,2146.945652173913
2016-09-01,N92000002,Northern Ireland,,76.438713,-0.235572,1.045099,541.0,1526,35.4521625163827,101.5,757.3999999999999,2136.4
2016-10-01,N92000002,Northern Ireland,,76.45963,0.027364,0.928706,542.0,1528,35.47120418848168,101.6,758.0531496062993,2137.0944881889764
2016-11-01,N92000002,Northern Ireland,,76.448687,-0.014312,0.838808,541.0,1529,35.38260300850229,101.8,755.1679764243614,2134.2917485265225
2016-12-01,N92000002,Northern Ireland,,76.470641,0.028718,0.77816,542.0,1532,35.37859007832898,102.2,753.6027397260274,2130.1095890410957
2017-01-01,N92000002,Northern Ireland,,76.542901,0.094494,0.734225,542.0,1542,35.1491569390402,101.8,756.5638506876228,2152.438113948919
2017-02-01,N92000002,Northern Ireland,,76.488323,-0.071304,0.527533,542.0,1533,35.355512067840834,102.4,752.1308593749999,2127.3369140624995
2017-03-01,N92000002,Northern Ireland,,76.635844,0.192868,0.55556,543.0,1541,35.23685918234912,102.7,751.317429406037,2132.19182083739
2017-04-01,N92000002,Northern Ireland,,76.896285,0.339843,0.676038,545.0,1545,35.275080906148865,103.2,750.4312015503875,2127.3691860465115
2017-05-01,N92000002,Northern Ireland,,77.094739,0.25808,0.787331,546.0,1545,35.33980582524272,103.5,749.6289855072463,2121.2028985507245
2017-06-01,N92000002,Northern Ireland,,77.243751,0.193284,0.969076,547.0,1553,35.22215067611075,103.5,751.0019323671497,2132.1864734299515
2017-07-01,N92000002,Northern Ireland,,77.433347,0.245451,1.185908,548.0,1559,35.15073765234125,103.5,752.3748792270532,2140.424154589372
2017-08-01,N92000002,Northern Ireland,,77.672237,0.30851,1.374368,550.0,1558,35.30166880616174,104.0,751.4903846153846,2128.7673076923074
2017-09-01,N92000002,Northern Ireland,,77.979555,0.395661,2.015788,552.0,1563,35.31669865642994,104.3,752.0536912751678,2129.4563758389263
2017-10-01,N92000002,Northern Ireland,,78.036479,0.072998,2.062329,553.0,1568,35.267857142857146,104.4,752.6944444444445,2134.222222222222
2017-11-01,N92000002,Northern Ireland,,78.218826,0.233669,2.315461,554.0,1570,35.28662420382165,104.7,751.8949379178605,2130.821394460363
2017-12-01,N92000002,Northern Ireland,,78.387877,0.216126,2.507154,555.0,1580,35.12658227848101,105.0,751.1,2138.266666666667
2018-01-01,N92000002,Northern Ireland,,78.509369,0.154988,2.569105,556.0,1572,35.36895674300254,104.5,756.0535885167463,2137.6191387559807
2018-02-01,N92000002,Northern Ireland,,78.678937,0.215985,2.863985,557.0,1588,35.07556675062972,104.9,754.5252621544328,2151.142040038131
2018-03-01,N92000002,Northern Ireland,,78.926932,0.315199,2.989578,559.0,1582,35.335018963337546,105.1,755.7935299714558,2138.9362511893432
2018-04-01,N92000002,Northern Ireland,,79.327827,0.507932,3.162106,562.0,1591,35.323695788812074,105.5,756.9687203791469,2142.9488151658766
2018-05-01,N92000002,Northern Ireland,,79.490959,0.205643,3.108149,563.0,1601,35.16552154903185,105.9,755.4513692162417,2148.2728989612838
2018-06-01,N92000002,Northern Ireland,,79.61993,0.162246,3.076209,564.0,1608,35.07462686567165,105.9,756.7932011331444,2157.6657223796033
2018-07-01,N92000002,Northern Ireland,,79.832301,0.26673,3.098089,565.0,1618,34.91965389369592,105.9,758.1350330500471,2171.0840415486305
2018-08-01,N92000002,Northern Ireland,,80.042069,0.262761,3.051068,567.0,1617,35.064935064935064,106.5,756.5323943661972,2157.5183098591547
2018-09-01,N92000002,Northern Ireland,,80.275803,0.292014,2.94468,569.0,1625,35.01538461538461,106.6,758.4887429643527,2166.158536585366
2018-10-01,N92000002,Northern Ireland,,80.384959,0.135975,3.009464,569.0,1630,34.9079754601227,106.7,757.7778819119025,2170.78725398313
2018-11-01,N92000002,Northern Ireland,,80.312915,-0.089623,2.677219,569.0,1633,34.843845682792406,106.9,756.3601496725911,2170.7137511693168
2018-12-01,N92000002,Northern Ireland,,80.534853,0.276341,2.738913,570.0,1642,34.71376370280146,107.1,756.2745098039217,2178.6013071895422
2019-01-01,N92000002,Northern Ireland,,80.726209,0.237607,2.823664,572.0,1649,34.687689508793206,106.4,763.9210526315788,2202.282894736842
2019-02-01,N92000002,Northern Ireland,,80.821689,0.118276,2.723412,572.0,1686,33.926453143535,106.8,761.059925093633,2243.26404494382
2019-03-01,N92000002,Northern Ireland,,80.903786,0.101578,2.504663,573.0,1658,34.559710494571775,107.0,760.9654205607477,2201.885981308411
2019-04-01,N92000002,Northern Ireland,,80.993517,0.110911,2.099754,574.0,1665,34.474474474474476,107.6,758.042750929368,2198.8522304832713
2019-05-01,N92000002,Northern Ireland,,81.089809,0.118888,2.01136,574.0,1674,34.28912783751493,107.9,755.9351251158479,2204.591288229842
2019-06-01,N92000002,Northern Ireland,,81.156715,0.082509,1.930151,575.0,1678,34.26698450536353,107.9,757.2520852641334,2209.859128822984
2019-07-01,N92000002,Northern Ireland,,81.390319,0.287843,1.951614,576.0,1681,34.26531826293873,108.0,757.8666666666666,2211.760185185185
2019-08-01,N92000002,Northern Ireland,,81.726584,0.413152,2.104537,579.0,1684,34.38242280285036,108.3,759.7036011080332,2209.5697137580796
2019-09-01,N92000002,Northern Ireland,,81.849305,0.150161,1.96012,580.0,1691,34.29923122412774,108.4,760.3136531365313,2216.7075645756454
2019-10-01,N92000002,Northern Ireland,,82.018295,0.206464,2.031893,581.0,1692,34.33806146572104,108.3,762.3277931671283,2220.0664819944595
2019-11-01,N92000002,Northern Ireland,,82.109995,0.111805,2.237598,582.0,1687,34.499110847658564,108.5,762.2322580645161,2209.4258064516125
2019-12-01,N92000002,Northern Ireland,,82.182222,0.087964,2.045536,582.0,1683,34.58110516934047,108.5,762.2322580645161,2204.1870967741934
2020-01-01,N92000002,Northern Ireland,,82.451339,0.327463,2.137013,584.0,1701,34.33274544385655,108.3,766.264081255771,2231.8753462603877
2020-02-01,N92000002,Northern Ireland,,82.576403,0.151683,2.171093,585.0,1710,34.21052631578947,108.6,765.4558011049725,2237.486187845304
2020-03-01,N92000002,Northern Ireland,,82.611838,0.042911,2.111213,585.0,1745,33.5243553008596,108.6,765.4558011049725,2283.2826887661145
2020-04-01,N92000002,Northern Ireland,,82.800573,0.228461,2.231112,586.0,1651,35.49364021804966,108.6,766.7642725598527,2160.2863720073665
2020-05-01,N92000002,Northern Ireland,,82.966496,0.200388,2.314332,588.0,1666,35.294117647058826,108.6,769.3812154696134,2179.913443830571
2020-06-01,N92000002,Northern Ireland,,83.054917,0.106575,2.338934,588.0,1712,34.345794392523366,108.8,767.966911764706,2235.985294117647
2020-07-01,N92000002,Northern Ireland,,83.290158,0.283236,2.334233,590.0,1741,33.88856978747846,109.2,767.7564102564103,2265.532051282051
2020-08-01,N92000002,Northern Ireland,,83.640435,0.42055,2.341772,592.0,1759,33.65548607163161,108.8,773.1911764705882,2297.370404411765
2020-09-01,N92000002,Northern Ireland,,83.910193,0.322522,2.517906,594.0,1768,33.59728506787331,109.2,772.9615384615383,2300.6666666666665
2020-10-01,N92000002,Northern Ireland,,84.224069,0.374061,2.689368,597.0,1779,33.55817875210793,109.2,776.8653846153845,2314.980769230769
2020-11-01,N92000002,Northern Ireland,,84.553257,0.390848,2.975596,599.0,1785,33.55742296918767,109.1,780.1824014665444,2324.917506874427
2020-12-01,N92000002,Northern Ireland,,84.904912,0.415899,3.312992,601.0,1788,33.612975391498885,109.4,780.6407678244972,2322.438756855576
2021-01-01,N92000002,Northern Ireland,,85.375481,0.55423,3.546507,605.0,1788,33.836689038031324,109.3,786.5553522415371,2324.5635864592864
2021-02-01,N92000002,Northern Ireland,,85.656624,0.329303,3.730147,607.0,1790,33.910614525139664,109.4,788.4341864716636,2325.0365630712977
2021-03-01,N92000002,Northern Ireland,,86.161328,0.589218,4.296589,610.0,1793,34.02119353039598,109.7,790.1640838650866,2322.5642661804923
2021-04-01,N92000002,Northern Ireland,,86.605383,0.515376,4.595149,613.0,1806,33.94241417497231,110.4,789.0153985507246,2324.5706521739125
2021-05-01,N92000002,Northern Ireland,,87.180625,0.664211,5.079315,617.0,1810,34.08839779005525,111.0,789.8711711711711,2317.126126126126
2021-06-01,N92000002,Northern Ireland,,87.457396,0.317468,5.300684,619.0,1824,33.93640350877193,111.4,789.5861759425493,2326.6642728904844
2021-07-01,N92000002,Northern Ireland,,87.923824,0.53332,5.563281,623.0,1883,33.08550185873606,111.4,794.6885098743268,2401.9236983842006
2021-08-01,N92000002,Northern Ireland,,88.607164,0.777196,5.938192,628.0,1830,34.31693989071039,112.1,796.064228367529,2319.741302408564
2021-09-01,N92000002,Northern Ireland,,89.331527,0.817499,6.460876,633.0,1851,34.197730956239866,112.4,800.2606761565836,2340.0987544483983
2021-10-01,N92000002,Northern Ireland,,89.915321,0.653514,6.757275,637.0,1860,34.24731182795699,113.4,798.2160493827159,2330.7407407407404
2021-11-01,N92000002,Northern Ireland,,90.634786,0.800159,7.192543,642.0,1858,34.55328310010764,114.1,799.5460122699386,2313.9509202453987
2021-12-01,N92000002,Northern Ireland,,91.253086,0.682188,7.476804,646.0,1903,33.94640042038886,114.7,800.3190932868351,2357.5963382737573
2022-01-01,N92000002,Northern Ireland,,91.874328,0.68079,7.612077,651.0,1945,33.47043701799486,114.6,807.2172774869109,2411.7321116928447
2022-02-01,N92000002,Northern Ireland,,92.528039,0.711528,8.022048,655.0,1914,34.221525600835946,115.4,806.5467937608319,2356.8405545927208
2022-03-01,N92000002,Northern Ireland,,93.199426,0.725604,8.168511,660.0,1924,34.303534303534306,116.5,805.0300429184549,2346.7845493562227
2022-04-01,N92000002,Northern Ireland,,93.946148,0.801209,8.476107,665.0,1927,34.50960041515309,119.0,794.0882352941177,2301.064705882353
2022-05-01,N92000002,Northern Ireland,,94.556181,0.649343,8.460086,670.0,1939,34.55389375966993,119.7,795.3801169590643,2301.8538011695905
2022-06-01,N92000002,Northern Ireland,,95.263164,0.747685,8.925223,675.0,1946,34.68653648509763,120.5,795.9958506224067,2294.8265560165974
2022-07-01,N92000002,Northern Ireland,,96.036126,0.811397,9.226512,680.0,1958,34.72931562819203,121.2,797.2607260726072,2295.641914191419
2022-08-01,N92000002,Northern Ireland,,96.842594,0.839756,9.294316,686.0,1975,34.734177215189874,121.8,800.3333333333333,2304.1666666666665
2022-09-01,N92000002,Northern Ireland,,97.75796,0.94521,9.432766,692.0,1968,35.16260162601626,122.3,804.0327064595258,2286.613246116108
2022-10-01,N92000002,Northern Ireland,,98.289403,0.543632,9.313299,696.0,1991,34.95730788548468,124.3,795.6685438455349,2276.1150442477874
2022-11-01,N92000002,Northern Ireland,,99.012855,0.736042,9.243767,701.0,2007,34.9277528649726,124.8,798.1738782051282,2285.2139423076924
2022-12-01,N92000002,Northern Ireland,,99.43196,0.423284,8.962846,704.0,2014,34.955312810327705,125.3,798.3910614525139,2284.0335195530724
2023-01-01,N92000002,Northern Ireland,,100.0,0.571285,8.844334,708.0,2048,34.5703125,124.8,806.1442307692308,2331.897435897436
2023-02-01,N92000002,Northern Ireland,,100.625654,0.625654,8.751525,713.0,2051,34.76352998537299,126.0,804.1055555555556,2313.072222222222
2023-03-01,N92000002,Northern Ireland,,101.260354,0.630754,8.649117,717.0,2104,34.07794676806083,126.8,803.5149842271294,2357.8738170347
2023-04-01,N92000002,Northern Ireland,,101.742116,0.475766,8.298336,721.0,2056,35.068093385214006,128.3,798.551052221356,2277.1441932969597
2023-05-01,N92000002,Northern Ireland,,102.557029,0.800959,8.461475,726.0,2061,35.22561863173217,129.1,799.1061192873741,2268.5367931835785
2023-06-01,N92000002,Northern Ireland,,103.290279,0.714968,8.426253,732.0,2086,35.09108341323107,129.4,803.8423493044821,2290.731066460587
2023-07-01,N92000002,Northern Ireland,,104.464549,1.136864,8.776305,740.0,2094,35.33906399235912,129.0,815.1472868217054,2306.646511627907
2023-08-01,N92000002,Northern Ireland,,105.187684,0.69223,8.617169,745.0,2094,35.57784145176695,129.4,818.1182380216383,2299.5162287480675
2023-09-01,N92000002,Northern Ireland,,106.059895,0.829195,8.492336,751.0,2098,35.79599618684461,130.1,820.2697924673328,2291.5126825518832
2023-10-01,N92000002,Northern Ireland,,107.139266,1.0177,9.003883,759.0,2113,35.920492191197354,130.2,828.3709677419355,2306.1236559139784
2023-11-01,N92000002,Northern Ireland,,107.807543,0.623746,8.882371,764.0,2124,35.969868173258,130.0,835.1107692307692,2321.6953846153842
2023-12-01,N92000002,Northern Ireland,,108.599539,0.734639,9.219953,769.0,2143,35.88427438170789,130.5,837.3555555555555,2333.4888888888886
2024-01-01,N92000002,Northern Ireland,,109.387971,0.725999,9.387971,775.0,2137,36.26579316799251,130.0,847.1346153846154,2335.9053846153847
2024-02-01,N92000002,Northern Ireland,,110.427827,0.950612,9.741227,782.0,2155,36.2877030162413,130.8,849.5581039755351,2341.1735474006114
2024-03-01,N92000002,Northern Ireland,,111.175498,0.677067,9.791734,787.0,2165,36.351039260969976,131.6,849.7925531914893,2337.7393617021276
2024-04-01,N92000002,Northern Ireland,,111.856849,0.612861,9.94154,792.0,2190,36.16438356164384,132.2,851.3101361573374,2354.0015128593045
2024-05-01,N92000002,Northern Ireland,,112.42118,0.504512,9.618211,796.0,2220,35.85585585585586,132.7,852.3858327053504,2377.2569706103995
2024-06-01,N92000002,Northern Ireland,,113.255525,0.74216,9.647807,802.0,2335,34.34689507494647,133.0,856.8736842105263,2494.7631578947367
2024-07-01,N92000002,Northern Ireland,,114.036919,0.689939,9.163271,808.0,2242,36.0392506690455,132.9,863.9337848006019,2397.2024078254326
2024-08-01,N92000002,Northern Ireland,,114.63835,0.5274,8.984574,812.0,2315,35.0755939524838,133.4,864.9565217391304,2465.978260869565
2024-09-01,N92000002,Northern Ireland,,115.507379,0.758062,8.907688,818.0,2253,36.30714602751887,133.5,870.6951310861423,2398.1370786516854
2024-10-01,N92000002,Northern Ireland,,116.599708,0.945679,8.830042,826.0,2272,36.3556338028169,134.3,873.9731943410275,2403.9553239017123
2024-11-01,N92000002,Northern Ireland,,116.983862,0.329464,8.51176,829.0,2292,36.16928446771379,134.6,875.1924219910846,2419.711738484398
2024-12-01,N92000002,Northern Ireland,,117.43389,0.384692,8.134796,832.0,2287,36.379536510712725,135.1,875.1088082901555,2405.497409326425
2025-01-01,N92000002,Northern Ireland,,118.338391,0.770222,8.182271,838.0,2295,36.514161220043576,135.1,881.4196891191709,2413.911917098446
2025-02-01,N92000002,Northern Ireland,,119.065184,0.614165,7.821721,843.0,2310,36.493506493506494,135.6,883.4092920353982,2420.7300884955753
2025-03-01,N92000002,Northern Ireland,,119.700535,0.533616,7.66809,848.0,2425,34.96907216494846,136.1,885.3842762674503,2531.906686260103
2025-04-01,N92000002,Northern Ireland,,120.303439,0.503677,7.55125,852.0,2389,35.663457513604016,137.7,879.2244008714597,2465.336964415396
2025-05-01,N92000002,Northern Ireland,,120.772982,0.390299,7.429029,855.0,2368,36.10641891891892,138.0,880.4021739130435,2438.353623188406
2025-06-01,N92000002,Northern Ireland,,121.424434,0.539402,7.212813,860.0,2365,36.36363636363637,138.4,882.9913294797688,2428.226156069364
2025-07-01,N92000002,Northern Ireland,,122.089969,0.548106,7.061792,865.0,2369,36.51329674968341,138.5,887.4837545126354,2430.576895306859
2025-08-01,N92000002,Northern Ireland,,122.259053,0.138491,6.647604,866.0,2378,36.417157275021026,138.9,885.9510439164866,2432.784737221022
2025-09-01,N92000002,Northern Ireland,,122.926318,0.54578,6.422914,871.0,2413,36.09614587650228,138.9,891.0662347012238,2468.5910727141827
2025-10-01,N92000002,Northern Ireland,,123.240961,0.255961,5.695772,873.0,2405,36.2993762993763,139.5,889.2709677419354,2449.8243727598565
2025-11-01,N92000002,Northern Ireland,,123.517843,0.224667,5.58537,875.0,2406,36.36741479634248,139.4,891.9476327116212,2452.6011477761836
2025-12-01,N92000002,Northern Ireland,,123.497757,-0.016262,5.163643,875.0,2399,36.473530637765734,139.9,888.759828448892,2436.7255182273047
2026-01-01,N92000002,Northern Ireland,,124.21699,0.582385,4.967617,880.0,2439,36.08036080360804,139.4,897.0444763271162,2486.2403156384503
2026-02-01,N92000002,Northern Ireland,,123.861362,-0.286296,4.028195,877.0,2503,35.03795445465441,140.0,890.155,2540.545
2026-03-01,N92000002,Northern Ireland,,123.625597,-0.190346,3.279068,876.0,2454,35.69682151589242,140.8,884.088068181818,2476.657670454545
2015-01-01,E12000001,North East,,86.067868,,,533.0,1542,34.56549935149157,99.2,763.5010080645161,2208.852822580645
2015-02-01,E12000001,North East,,86.075849,0.009273,,533.0,1540,34.61038961038961,99.5,761.1989949748744,2199.3366834170856
2015-03-01,E12000001,North East,,86.123862,0.055779,,533.0,1537,34.6779440468445,99.6,760.4347389558234,2192.848393574297
2015-04-01,E12000001,North East,,86.189388,0.076084,,534.0,1532,34.85639686684073,99.9,759.5735735735735,2179.1511511511508
2015-05-01,E12000001,North East,,86.241654,0.060641,,534.0,1534,34.8109517601043,100.1,758.055944055944,2177.6363636363635
2015-06-01,E12000001,North East,,86.325967,0.097764,,534.0,1533,34.833659491193735,100.1,758.055944055944,2176.2167832167834
2015-07-01,E12000001,North East,,86.320563,-0.006259,,534.0,1536,34.765625,100.0,758.814,2182.656
2015-08-01,E12000001,North East,,86.455757,0.156618,,535.0,1535,34.85342019543974,100.3,757.9611166500499,2174.710867397807
2015-09-01,E12000001,North East,,86.459976,0.004881,,535.0,1537,34.80806766428107,100.2,758.7175648702595,2179.717564870259
2015-10-01,E12000001,North East,,86.511033,0.059052,,536.0,1541,34.78260869565217,100.3,759.3778664007975,2183.211365902293
2015-11-01,E12000001,North East,,86.664428,0.177313,,537.0,1543,34.80233311730395,100.3,760.7946161515454,2186.0448654037887
2015-12-01,E12000001,North East,,86.660304,-0.004758,,537.0,1542,34.824902723735406,100.4,760.0368525896414,2182.4521912350597
2016-01-01,E12000001,North East,,86.769107,0.125551,0.814751,537.0,1547,34.71234647705236,99.9,763.8408408408408,2200.487487487487
2016-02-01,E12000001,North East,,86.942693,0.200055,1.00707,538.0,1548,34.75452196382429,100.1,763.7342657342658,2197.5104895104896
2016-03-01,E12000001,North East,,87.011539,0.079185,1.030698,539.0,1552,34.72938144329897,100.4,762.867529880478,2196.6055776892426
2016-04-01,E12000001,North East,,87.098954,0.100464,1.055311,539.0,1563,34.4849648112604,100.6,761.3508946322067,2207.7763419483103
2016-05-01,E12000001,North East,,87.189812,0.104316,1.099421,540.0,1559,34.63758819756254,100.8,761.25,2197.7569444444443
2016-06-01,E12000001,North East,,87.367477,0.203768,1.206486,541.0,1566,34.54661558109834,101.0,761.1495049504949,2203.2534653465345
2016-07-01,E12000001,North East,,87.861587,0.565554,1.785234,544.0,1568,34.69387755102041,100.9,766.1288404360752,2208.2537165510403
2016-08-01,E12000001,North East,,88.079772,0.248328,1.878435,545.0,1569,34.73550031867432,101.2,765.2618577075099,2203.1116600790515
2016-09-01,E12000001,North East,,88.372708,0.33258,2.212274,547.0,1571,34.818586887332906,101.5,765.8,2199.3999999999996
2016-10-01,E12000001,North East,,88.551712,0.202556,2.358866,548.0,1572,34.86005089058524,101.6,766.4448818897639,2198.6338582677163
2016-11-01,E12000001,North East,,88.883875,0.375106,2.560967,550.0,1572,34.987277353689564,101.8,767.7308447937132,2194.3143418467585
2016-12-01,E12000001,North East,,88.933855,0.056231,2.623521,551.0,1577,34.93975903614458,102.2,766.1164383561643,2192.6780821917805
2017-01-01,E12000001,North East,,88.957778,0.0269,2.522409,551.0,1575,34.98412698412699,101.8,769.1267190569744,2198.501964636542
2017-02-01,E12000001,North East,,89.379888,0.474506,2.80322,553.0,1581,34.97786211258697,102.4,767.3955078125,2193.9462890624995
2017-03-01,E12000001,North East,,89.376808,-0.003446,2.71834,553.0,1588,34.82367758186398,102.7,765.1538461538462,2197.2229795520934
2017-04-01,E12000001,North East,,89.294304,-0.092311,2.520523,553.0,1592,34.73618090452261,103.2,761.4467054263566,2192.085271317829
2017-05-01,E12000001,North East,,89.407449,0.12671,2.543458,554.0,1595,34.73354231974922,103.5,760.6125603864733,2189.850241545894
2017-06-01,E12000001,North East,,89.430394,0.025664,2.361196,554.0,1597,34.690043832185346,103.5,760.6125603864733,2192.5961352657005
2017-07-01,E12000001,North East,,89.465571,0.039335,1.825581,554.0,1600,34.625,103.5,760.6125603864733,2196.7149758454107
2017-08-01,E12000001,North East,,89.521478,0.06249,1.636819,554.0,1605,34.51713395638629,104.0,756.9557692307692,2192.985576923077
2017-09-01,E12000001,North East,,89.453784,-0.075618,1.223314,554.0,1607,34.47417548226509,104.3,754.7785234899328,2189.402684563758
2017-10-01,E12000001,North East,,89.438416,-0.017179,1.00134,554.0,1611,34.388578522656736,104.4,754.0555555555554,2192.7499999999995
2017-11-01,E12000001,North East,,89.46098,0.025229,0.64928,554.0,1615,34.303405572755416,104.7,751.8949379178605,2191.895893027698
2017-12-01,E12000001,North East,,89.549934,0.099432,0.692738,554.0,1624,34.11330049261084,105.0,749.7466666666666,2197.8133333333335
2018-01-01,E12000001,North East,,89.403287,-0.163759,0.500809,553.0,1626,34.009840098400986,104.5,751.9741626794258,2211.048803827751
2018-02-01,E12000001,North East,,89.447237,0.049159,0.075351,554.0,1631,33.96689147762109,104.9,750.4613918017159,2209.3908484270733
2018-03-01,E12000001,North East,,89.479724,0.03632,0.115149,554.0,1632,33.94607843137255,105.1,749.0333016175072,2206.5385347288297
2018-04-01,E12000001,North East,,89.376591,-0.115258,0.092153,553.0,1636,33.80195599022005,105.5,744.8464454976304,2203.5601895734594
2018-05-01,E12000001,North East,,89.285517,-0.1019,-0.136378,553.0,1646,33.59659781287971,105.9,742.0330500472144,2208.655335221907
2018-06-01,E12000001,North East,,89.589498,0.34046,0.177908,555.0,1651,33.61599030890369,105.9,744.7167138810198,2215.3644948064207
2018-07-01,E12000001,North East,,89.565807,-0.026444,0.112039,554.0,1655,33.47432024169184,105.9,743.374881964117,2220.731822474032
2018-08-01,E12000001,North East,,89.625743,0.066918,0.116469,555.0,1685,32.93768545994065,106.5,740.5211267605633,2248.2488262910797
2018-09-01,E12000001,North East,,89.731816,0.118351,0.310811,556.0,1662,33.45367027677497,106.6,741.1594746716697,2215.480300187617
2018-10-01,E12000001,North East,,89.976725,0.272935,0.601877,557.0,1667,33.41331733653269,106.7,741.796626054358,2220.0627928772255
2018-11-01,E12000001,North East,,89.946123,-0.034012,0.542295,557.0,1674,33.27359617682198,106.9,740.4087932647333,2225.2142188961643
2018-12-01,E12000001,North East,,89.90596,-0.044652,0.397573,557.0,1673,33.293484757919906,107.1,739.0261437908497,2219.732026143791
2019-01-01,E12000001,North East,,89.918469,0.013914,0.576245,557.0,1681,33.135038667459845,106.4,743.8881578947368,2245.019736842105
2019-02-01,E12000001,North East,,89.840505,-0.086706,0.439665,556.0,1684,33.0166270783848,106.8,739.7715355805243,2240.602996254682
2019-03-01,E12000001,North East,,90.018741,0.198391,0.602389,557.0,1692,32.91962174940898,107.0,739.7168224299065,2247.0392523364485
2019-04-01,E12000001,North East,,90.035219,0.018305,0.736913,557.0,1705,32.66862170087976,107.6,735.5920074349442,2251.6775092936805
2019-05-01,E12000001,North East,,90.145145,0.122092,0.962786,558.0,1700,32.82352941176471,107.9,734.8637627432809,2238.832252085264
2019-06-01,E12000001,North East,,90.256035,0.123013,0.743991,559.0,1701,32.863021751910644,107.9,736.1807228915661,2240.1492122335494
2019-07-01,E12000001,North East,,90.400515,0.160078,0.93195,560.0,1709,32.76770040959626,108.0,736.8148148148148,2248.600925925926
2019-08-01,E12000001,North East,,90.225721,-0.193355,0.669426,559.0,1719,32.51890634089587,108.3,733.4616805170822,2255.493074792244
2019-09-01,E12000001,North East,,90.348611,0.136203,0.687376,559.0,1707,32.747510251903925,108.4,732.7850553505534,2237.681734317343
2019-10-01,E12000001,North East,,90.551735,0.224822,0.639064,561.0,1719,32.63525305410122,108.3,736.0858725761773,2255.493074792244
2019-11-01,E12000001,North East,,90.790325,0.263485,0.938564,562.0,1722,32.63646922183507,108.5,736.0387096774193,2255.264516129032
2019-12-01,E12000001,North East,,90.781196,-0.010054,0.973502,562.0,1730,32.48554913294798,108.5,736.0387096774193,2265.7419354838707
2020-01-01,E12000001,North East,,90.959487,0.196396,1.157735,563.0,1736,32.43087557603687,108.3,738.7100646352725,2277.798707294552
2020-02-01,E12000001,North East,,90.899158,-0.066324,1.17837,563.0,1746,32.24513172966781,108.6,736.669429097606,2284.5911602209944
2020-03-01,E12000001,North East,,90.88165,-0.019261,0.958589,563.0,1728,32.58101851851852,108.6,736.669429097606,2261.038674033149
2020-04-01,E12000001,North East,,91.013409,0.144979,1.086453,563.0,1689,33.33333333333333,108.6,736.669429097606,2210.008287292818
2020-05-01,E12000001,North East,,91.018523,0.005619,0.968858,563.0,1701,33.09817754262199,108.6,736.669429097606,2225.709944751381
2020-06-01,E12000001,North East,,91.26773,0.273798,1.120917,565.0,1727,32.71569195136074,108.8,737.9273897058823,2255.576286764706
2020-07-01,E12000001,North East,,91.308089,0.04422,1.003947,565.0,1761,32.084043157296996,109.2,735.224358974359,2291.557692307692
2020-08-01,E12000001,North East,,91.426878,0.130097,1.33128,566.0,1777,31.851435002813737,108.8,739.2334558823529,2320.879595588235
2020-09-01,E12000001,North East,,91.756576,0.360614,1.558369,568.0,1785,31.820728291316524,109.2,739.1282051282051,2322.7884615384614
2020-10-01,E12000001,North East,,92.193913,0.476627,1.813525,571.0,1793,31.84606804238706,109.2,743.0320512820512,2333.198717948718
2020-11-01,E12000001,North East,,92.553401,0.389926,1.94192,573.0,1793,31.95761293920803,109.1,746.3180568285977,2335.3373052245647
2020-12-01,E12000001,North East,,92.732843,0.19388,2.149836,574.0,1801,31.87118267629095,109.4,745.5703839122485,2339.3244972577695
2021-01-01,E12000001,North East,,92.838838,0.114301,2.066141,575.0,1811,31.750414135836554,109.3,747.5526075022873,2354.4656907593776
2021-02-01,E12000001,North East,,92.988735,0.161459,2.298785,576.0,1813,31.77054605626034,109.4,748.1681901279707,2354.9113345521023
2021-03-01,E12000001,North East,,93.10139,0.121149,2.442451,576.0,1823,31.596269884805267,109.7,746.1221513217866,2361.4247948951684
2021-04-01,E12000001,North East,,93.26639,0.177226,2.475438,577.0,1829,31.54729360306178,110.4,742.6784420289854,2354.1748188405795
2021-05-01,E12000001,North East,,93.434799,0.180567,2.654708,578.0,1831,31.567449481157837,111.0,739.9441441441442,2344.0099099099098
2021-06-01,E12000001,North East,,93.654112,0.234723,2.614704,580.0,1840,31.521739130434785,111.4,739.8384201077199,2347.0736086175943
2021-07-01,E12000001,North East,,93.885062,0.246599,2.822283,581.0,1848,31.439393939393938,111.4,741.1140035906642,2357.2782764811486
2021-08-01,E12000001,North East,,94.02153,0.145357,2.837953,582.0,1855,31.374663072776283,112.1,737.7537912578056,2351.4317573595004
